364,435,1
365,436,1
366,437,1
367,438,1
368,439,1
369,440,1
370,441,1
33860,441,3
371,442,1
372,443,1
373,444,1
374,445,1
375,446,1
376,447,1
377,448,1
378,449,1
379,450,1
380,451,1
381,452,1
33877,452,3
382,453,1
383,454,1
384,455,1
385,456,1
386,457,1
387,458,1
388,459,1
389,460,1
5532,460,2
33884,460,3
390,461,1
391,462,1
392,463,1
393,464,1
394,465,1
395,466,1
5561,466,2
33917,466,3
396,467,1
397,468,1
398,469,1
399,470,1
400,471,1
401,472,1
402,473,1
403,474,1
404,475,1
405,476,1
406,477,1
407,478,1
408,479,1
409,480,1
410,481,1
411,482,1
412,483,1
413,484,1
414,485,1
415,490,1
5621,490,2
416,491,1
5622,491,2
417,493,1
418,498,1
5624,498,2
33960,498,3
419,500,1
5625,500,2
420,501,1
5627,501,2
421,502,1
422,503,1
423,507,1
424,508,1
425,515,1
426,517,1
427,519,1
428,522,1
429,523,1
430,524,1
431,527,1
432,529,1
433,531,1
434,532,1
435,535,1
436,537,1
437,538,1
438,539,1
439,540,1
440,541,1
441,542,1
442,543,1
443,544,1
444,545,1
445,546,1
5684,546,2
34018,546,3
446,547,1
447,548,1
448,554,1
5687,554,2
449,557,1
5688,557,2
34020,557,3
450,559,1
451,560,1
452,561,1
5706,561,2
34033,561,3
453,562,1
454,563,1
455,564,1
456,567,1
457,569,1
458,570,1
459,572,1
460,576,1
461,578,1
462,580,1
463,581,1
464,583,1
465,585,1
466,586,1
467,587,1
468,589,1
469,590,1
470,592,1
471,594,1
472,595,1
473,596,1
474,598,1
475,601,1
476,603,1
477,604,1
478,606,1
5744,606,2
479,607,1
480,608,1
5745,608,2
481,609,1
482,610,1
483,611,1
484,612,1
485,613,1
486,614,1
487,615,1
488,616,1
489,617,1
490,618,1
491,619,1
492,620,1
493,621,1
494,622,1
495,623,1
496,624,1
497,625,1
498,626,1
499,627,1
500,628,1
501,629,1
502,630,1
503,631,1
504,633,1
505,635,1
506,636,1
5934,636,2
507,637,1
508,638,1
509,639,1
510,640,1
511,641,1
512,642,1
34120,642,3
513,643,1
514,644,1
515,645,1
516,646,1
517,647,1
518,648,1
519,649,1
520,650,1
521,651,1
522,652,1
523,653,1
524,654,1
525,655,1
526,656,1
527,657,1
528,658,1
529,659,1
530,660,1
531,661,1
532,662,1
533,663,1
534,664,1
535,665,1
536,666,1
537,667,1
538,668,1
539,669,1
540,670,1
541,671,1
542,672,1
543,673,1
544,674,1
545,675,1
546,676,1
547,677,1
548,678,1
549,679,1
550,680,1
551,681,1
552,682,1
553,683,1
554,684,1
555,685,1
556,686,1
557,687,1
558,688,1
559,689,1
560,690,1
561,691,1
562,692,1
563,693,1
564,694,1
565,695,1
566,696,1
567,697,1
568,698,1
569,699,1
570,700,1
571,701,1
572,702,1
573,703,1
574,704,1
575,705,1
576,706,1
577,707,1
578,708,1
579,709,1
580,710,1
581,711,1
582,712,1
583,713,1
584,714,1
585,715,1
586,716,1
587,717,1
34207,717,3
588,718,1
589,719,1
590,720,1
591,721,1
592,722,1
593,723,1
6051,723,2
594,724,1
595,725,1
596,726,1
597,727,1
598,728,1
599,729,1
6052,729,2
600,730,1
601,731,1
602,732,1
603,733,1
604,734,1
605,735,1
606,736,1
607,737,1
608,738,1
609,739,1
610,740,1
611,741,1
612,742,1
613,743,1
614,744,1
615,745,1
616,746,1
617,747,1
6053,747,2
34208,747,3
618,748,1
619,749,1
620,750,1
621,751,1
622,752,1
623,753,1
624,754,1
625,755,1
626,756,1
627,757,1
6055,757,2
628,758,1
629,759,1
630,760,1
631,761,1
632,762,1
633,763,1
634,764,1
635,765,1
636,766,1
637,767,1
638,768,1
639,769,1
640,770,1
641,771,1
642,772,1
643,773,1
644,774,1
645,775,1
646,776,1
647,778,1
648,779,1
649,782,1
650,787,1
6260,787,2
651,788,1
652,790,1
653,792,1
654,793,1
655,794,1
656,795,1
657,796,1
658,797,1
659,798,1
660,800,1
6300,800,2
34316,800,3
661,801,1
662,802,1
663,803,1
664,804,1
665,805,1
666,806,1
667,807,1
668,809,1
669,810,1
670,811,1
671,812,1
672,813,1
673,814,1
674,815,1
6363,815,2
675,816,1
676,817,1
677,818,1
6364,818,2
34325,818,3
678,819,1
679,820,1
680,821,1
681,822,1
682,823,1
683,824,1
684,825,1
685,826,1
686,827,1
687,828,1
688,829,1
689,830,1
690,831,1
691,832,1
692,833,1
693,834,1
694,835,1
695,836,1
696,837,1
697,838,1
698,839,1
699,840,1
700,841,1
701,842,1
702,843,1
703,844,1
704,845,1
705,846,1
706,847,1
707,848,1
708,849,1
709,850,1
710,851,1
711,852,1
34350,852,3
712,853,1
713,854,1
714,855,1
715,856,1
716,857,1
717,858,1
718,859,1
719,860,1
720,861,1
721,862,1
722,863,1
723,864,1
724,865,1
725,866,1
726,867,1
727,868,1
728,869,1
729,870,1
730,871,1
731,872,1
732,873,1
733,874,1
734,875,1
735,876,1
736,877,1
737,878,1
34385,878,3
738,879,1
739,880,1
740,881,1
741,882,1
742,883,1
743,884,1
744,885,1
745,886,1
746,887,1
747,888,1
748,889,1
749,890,1
750,891,1
751,892,1
752,893,1
753,894,1
754,895,1
755,896,1
756,897,1
757,898,1
758,899,1
759,900,1
760,901,1
761,902,1
762,903,1
763,904,1
764,905,1
765,906,1
766,907,1
767,908,1
768,909,1
769,910,1
770,911,1
771,912,1
772,913,1
773,914,1
774,915,1
775,916,1
776,917,1
777,918,1
778,919,1
779,920,1
780,921,1
781,922,1
782,923,1
783,924,1
784,925,1
785,926,1
786,927,1
787,928,1
788,929,1
789,930,1
790,931,1
791,932,1
792,933,1
793,934,1
794,935,1
795,936,1
796,937,1
797,938,1
798,939,1
799,940,1
800,956,1
801,962,1
802,963,1
803,965,1
804,966,1
805,968,1
806,972,1
807,974,1
808,977,1
809,978,1
810,979,1
811,980,1
812,981,1
813,982,1
814,983,1
815,984,1
816,985,1
817,986,1
818,992,1
819,995,1
820,997,1
821,998,1
822,1001,1
823,1002,1
34532,1002,3
824,1003,1
825,1004,1
826,1005,1
827,1006,1
828,1007,1
829,1008,1
830,1014,1
831,1018,1
6722,1018,2
34570,1018,3
832,1019,1
6723,1019,2
34571,1019,3
833,1020,1
6724,1020,2
34572,1020,3
834,1021,1
835,1025,1
836,1026,1
6728,1026,2
34573,1026,3
837,1027,1
6729,1027,2
838,1029,1
6730,1029,2
839,1030,1
840,1033,1
841,1037,1
842,1041,1
843,1042,1
844,1044,1
845,1047,1
846,1048,1
847,1054,1
848,1055,1
849,1058,1
850,1060,1
851,1061,1
852,1062,1
853,1063,1
854,1064,1
855,1065,1
856,1066,1
857,1067,1
858,1068,1
859,1069,1
860,1070,1
861,1071,1
862,1072,1
863,1073,1
864,1074,1
865,1075,1
866,1076,1
867,1077,1
868,1078,1
869,1086,1
870,1087,1
871,1088,1
872,1089,1
873,1090,1
874,1091,1
875,1092,1
876,1093,1
877,1102,1
878,1113,1
879,1114,1
880,1123,1
881,1125,1
882,1128,1
883,1129,1
6983,1129,2
884,1130,1
885,1132,1
886,1135,1
887,1137,1
888,1139,1
6984,1139,2
34716,1139,3
889,1140,1
6985,1140,2
890,1142,1
891,1143,1
34717,1143,3
892,1144,1
893,1145,1
34718,1145,3
894,1149,1
895,1150,1
896,1151,1
897,1152,1
34720,1152,3
898,1154,1
6987,1154,2
34721,1154,3
899,1156,1
6988,1156,2
34722,1156,3
900,1157,1
6989,1157,2
34723,1157,3
901,1158,1
902,1159,1
903,1160,1
904,1163,1
905,1165,1
906,1169,1
907,1172,1
34724,1172,3
908,1173,1
909,1178,1
6992,1178,2
910,1180,1
911,1182,1
912,1183,1
6996,1183,2
913,1184,1
914,1185,1
34728,1185,3
915,1186,1
916,1189,1
917,1195,1
918,1197,1
919,1198,1
920,1202,1
7050,1202,2
921,1203,1
922,1204,1
923,1206,1
924,1208,1
925,1210,1
926,1211,1
927,1212,1
928,1213,1
929,1214,1
930,1215,1
931,1216,1
932,1217,1
933,1218,1
934,1219,1
935,1220,1
936,1221,1
937,1224,1
938,1225,1
939,1226,1
940,1227,1
941,1228,1
942,1230,1
943,1231,1
944,1232,1
945,1233,1
946,1234,1
947,1235,1
948,1236,1
949,1237,1
950,1238,1
951,1239,1
952,1240,1
953,1241,1
954,1242,1
955,1244,1
956,1245,1
957,1246,1
958,1247,1
959,1248,1
960,1249,1
961,1250,1
962,1251,1
963,1252,1
964,1253,1
965,1254,1
966,1255,1
967,1258,1
968,1259,1
969,1260,1
970,1261,1
971,1262,1
972,1263,1
973,1264,1
974,1265,1
975,1266,1
976,1267,1
977,1268,1
978,1269,1
980,1271,1
981,1272,1
982,1273,1
983,1274,1
984,1275,1
985,1276,1
986,1277,1
987,1278,1
988,1282,1
34870,1282,3
989,1284,1
990,1288,1
991,1291,1
992,1292,1
993,1293,1
994,1298,1
995,1300,1
996,1301,1
997,1302,1
998,1305,1
999,1306,1
1000,1309,1
1001,1310,1
1002,1312,1
1003,1314,1
34907,1314,3
1004,1315,1
1005,1316,1
7337,1316,2
34908,1316,3
1006,1317,1
1007,1318,1
1008,1319,1
1009,1320,1
1010,1321,1
1011,1322,1
1012,1323,1
1013,1324,1
1014,1325,1
1015,1326,1
1016,1327,1
1017,1328,1
1018,1329,1
7374,1329,2
1019,1330,1
1020,1331,1
1021,1332,1
1022,1334,1
7376,1334,2
1023,1335,1
1024,1336,1
1025,1337,1
1026,1338,1
1027,1339,1
1028,1340,1
1029,1341,1
7397,1341,2
1030,1342,1
1031,1344,1
1032,1345,1
1033,1346,1
1034,1347,1
1035,1348,1
1036,1349,1
1037,1350,1
1038,1351,1
1039,1352,1
1040,1353,1
1041,1354,1
1042,1355,1
1043,1356,1
1044,1357,1
1045,1358,1
1046,1359,1
1047,1360,1
1048,1361,1
7426,1361,2
1049,1362,1
1050,1363,1
1052,1365,1
1053,1366,1
1054,1367,1
1055,1368,1
1056,1369,1
1057,1370,1
1058,1371,1
1059,1372,1
1060,1373,1
1061,1374,1
1062,1375,1
1063,1376,1
1064,1377,1
1065,1378,1
1066,1379,1
1067,1380,1
1068,1381,1
1069,1382,1
1070,1383,1
1071,1384,1
1072,1385,1
1073,1386,1
1074,1387,1
1075,1388,1
1076,1389,1
1077,1390,1
1078,1391,1
1079,1392,1
35029,1392,3
1080,1393,1
1081,1394,1
1082,1395,1
1083,1396,1
1084,1397,1
1085,1398,1
1086,1399,1
1087,1419,1
1088,1420,1
1089,1421,1
1090,1422,1
1091,1423,1
1092,1424,1
1093,1425,1
1094,1426,1
1095,1427,1
1096,1428,1
1097,1429,1
1098,1430,1
1099,1431,1
1100,1432,1
1101,1433,1
1102,1434,1
1103,1435,1
1104,1436,1
1105,1437,1
1106,1438,1
1107,1439,1
1108,1440,1
1109,1441,1
1110,1442,1
1111,1443,1
1112,1444,1
1113,1445,1
1114,1446,1
1115,1447,1
1116,1448,1
1117,1449,1
1118,1450,1
1119,1451,1
1120,1452,1
1121,1453,1
1122,1454,1
7805,1454,2
35124,1454,3
1123,1465,1
1124,1467,1
1125,1468,1
1126,1471,1
7863,1471,2
1127,1476,1
1128,1479,1
1129,1480,1
1130,1481,1
1131,1482,1
1132,1483,1
1133,1484,1
1134,1485,1
1135,1486,1
1136,1487,1
1137,1488,1
7901,1488,2
1138,1489,1
35162,1489,3
1139,1490,1
1140,1491,1
1141,1492,1
1142,1493,1
1143,1494,1
32408,1494,2
35172,1494,3
1144,1495,1
1145,1496,1
1146,1497,1
1147,1498,1
1148,1499,1
1149,1500,1
1150,1501,1
1151,1502,1
1152,1503,1
1153,1504,1
1154,1505,1
1155,1506,1
1156,1507,1
1157,1508,1
1158,1509,1
1159,1510,1
1160,1511,1
1161,1512,1
1162,1513,1
1163,1514,1
1164,1516,1
1165,1517,1
35199,1517,3
1166,1518,1
1167,1519,1
1168,1520,1
1169,1521,1
1170,1522,1
1171,1523,1
1172,1524,1
1173,1525,1
1174,1526,1
1175,1527,1
1176,1528,1
1177,1529,1
1178,1530,1
1179,1531,1
1180,1532,1
1181,1533,1
1182,1536,1
1183,1538,1
1184,1539,1
1185,1540,1
1186,1541,1
1187,1542,1
1188,1543,1
1189,1544,1
1190,1549,1
1191,1555,1
1192,1564,1
1193,1565,1
1194,1567,1
1195,1573,1
1196,1574,1
1197,1576,1
1198,1577,1
1199,1581,1
1200,1590,1
1201,1591,1
1202,1601,1
1203,1602,1
1204,1603,1
1205,1606,1
1206,1609,1
1207,1610,1
1208,1611,1
1209,1613,1
1210,1615,1
1211,1616,1
1212,1617,1
1213,1618,1
1214,1619,1
1215,1620,1
1216,1621,1
1217,1622,1
1218,1623,1
1219,1624,1
1220,1627,1
1221,1628,1
1222,1630,1
1223,1631,1
1224,1634,1
1225,1635,1
1226,1636,1
1227,1637,1
1228,1639,1
1229,1640,1
1230,1641,1
1231,1642,1
1232,1643,1
1233,1644,1
1234,1645,1
1235,1646,1
1236,1647,1
1237,1648,1
1238,1649,1
1239,1650,1
1240,1651,1
1241,1653,1
1242,1654,1
1243,1655,1
1244,1656,1
1245,1657,1
1246,1658,1
1247,1659,1
1248,1660,1
1249,1661,1
1250,1662,1
1251,1663,1
1252,1664,1
1253,1665,1
1254,1666,1
1255,1668,1
1256,1689,1
1257,1701,1
1258,1703,1
1259,1704,1
1260,1706,1
1261,1722,1
1262,1723,1
1263,1724,1
1264,1725,1
1265,1726,1
1266,1727,1
1267,1728,1
1268,1731,1
1269,1732,1
1270,1733,1
1271,1734,1
1272,1735,1
1273,1736,1
1274,1737,1
1275,1738,1
1276,1741,1
1277,1742,1
1278,1743,1
1279,1744,1
1280,1747,1
1281,1748,1
1282,1749,1
1283,1750,1
1284,1751,1
1285,1752,1
8393,1752,2
35547,1752,3
1286,1755,1
1287,1757,1
1288,1758,1
1289,1759,1
1290,1761,1
1291,1762,1
1292,1763,1
1293,1765,1
1294,1766,1
1295,1767,1
1296,1768,1
1297,1769,1
1298,1770,1
1299,1771,1
1300,1772,1
1301,1773,1
1302,1774,1
1303,1775,1
1304,1776,1
1305,1777,1
1306,1778,1
1307,1780,1
1308,1781,1
1309,1783,1
1310,1784,1
1311,1785,1
1312,1786,1
1313,1787,1
1314,1788,1
1315,1789,1
1316,1791,1
1317,1792,1
1318,1793,1
1319,1794,1
1320,1795,1
1321,1796,1
1322,1797,1
1323,1798,1
1324,1799,1
1325,1801,1
1326,1802,1
1327,1803,1
1328,1804,1
1329,1805,1
1330,1807,1
1331,1810,1
1332,1812,1
1333,1814,1
1334,1815,1
1335,1816,1
1336,1817,1
1337,1818,1
1338,1820,1
1339,1822,1
1340,1823,1
1341,1824,1
1342,1825,1
1343,1826,1
1344,1827,1
1345,1828,1
1346,1880,1
1347,1881,1
1348,1882,1
1349,1883,1
1350,1884,1
1351,1885,1
1352,1886,1
1353,1887,1
1354,1888,1
1355,1890,1
1356,1891,1
1357,1892,1
1358,1893,1
1359,1894,1
1360,1895,1
1361,1897,1
1362,1898,1
1363,1899,1
1364,1900,1
1365,1902,1
1366,1903,1
1367,1904,1
1368,1906,1
1369,1909,1
1370,1910,1
1371,1912,1
1372,1913,1
1373,1914,1
1374,1915,1
1377,1918,1
35740,1918,3
1378,1919,1
35741,1919,3
1379,1920,1
1380,1921,1
1381,1923,1
1382,1924,1
1383,1925,1
1384,1926,1
1385,1927,1
1386,1928,1
1387,1929,1
1388,1930,1
1389,1931,1
1390,1934,1
1391,1936,1
1392,1938,1
1393,1940,1
1394,1941,1
1395,1942,1
35786,1942,3
1396,1949,1
1397,1950,1
1398,1956,1
1399,1957,1
1400,1958,1
8869,1958,2
35799,1958,3
1401,1959,1
1402,1960,1
1403,1961,1
1404,1962,1
8870,1962,2
1405,1963,1
1406,1964,1
1407,1965,1
1408,1966,1
1409,1967,1
1410,1968,1
1411,1969,1
1412,1970,1
1413,1971,1
1414,1972,1
1415,1973,1
1416,1974,1
1417,1975,1
1418,1976,1
1419,1977,1
1420,1978,1
1421,1979,1
1422,1980,1
1423,1981,1
1424,1982,1
1425,1983,1
1426,1984,1
1427,1985,1
1428,1986,1
1429,1987,1
1430,1988,1
1432,1990,1
1433,1991,1
1434,1992,1
1435,1993,1
1436,1994,1
1437,1995,1
1438,1996,1
1439,1997,1
1440,1998,1
1441,1999,1
1442,2000,1
1443,2001,1
1444,2002,1
1445,2003,1
1446,2004,1
8989,2004,2
1447,2005,1
1448,2012,1
1449,2055,1
1450,2056,1
9121,2056,2
35939,2056,3
1451,2060,1
1452,2061,1
1453,2062,1
1454,2064,1
1455,2066,1
35941,2066,3
1456,2067,1
1457,2069,1
9124,2069,2
1458,2070,1
1459,2072,1
35942,2072,3
1460,2073,1
1461,2075,1
1462,2076,1
9126,2076,2
1463,2077,1
35944,2077,3
1464,2078,1
1465,2079,1
35945,2079,3
1466,2080,1
1467,2081,1
1468,2082,1
9129,2082,2
1469,2083,1
1470,2084,1
1471,2085,1
1472,2086,1
1473,2087,1
9148,2087,2
35963,2087,3
1474,2088,1
1475,2089,1
1476,2090,1
9159,2090,2
1477,2094,1
1478,2095,1
1479,2102,1
1480,2103,1
1481,2106,1
1482,2107,1
1483,2109,1
1484,2110,1
1485,2111,1
1486,2112,1
1487,2113,1
1488,2114,1
35998,2114,3
1489,2115,1
1490,2116,1
1491,2117,1
1492,2118,1
1493,2119,1
9180,2119,2
1494,2120,1
1495,2121,1
1496,2122,1
1497,2123,1
9181,2123,2
1498,2124,1
9182,2124,2
35999,2124,3
1499,2125,1
9183,2125,2
36000,2125,3
1500,2126,1
9184,2126,2
1501,2130,1
9186,2130,2
1502,2132,1
1503,2133,1
36001,2133,3
1504,2134,1
1505,2135,1
9187,2135,2
1506,2137,1
1507,2138,1
1508,2139,1
9188,2139,2
1509,2140,1
9189,2140,2
1510,2142,1
9190,2142,2
1511,2143,1
1512,2144,1
9193,2144,2
1513,2145,1
1514,2146,1
9195,2146,2
1515,2147,1
1516,2148,1
1517,2150,1
1518,2151,1
1519,2152,1
9223,2152,2
36033,2152,3
1520,2153,1
1521,2155,1
1522,2156,1
1523,2157,1
1524,2159,1
1525,2161,1
1526,2162,1
1527,2163,1
1528,2164,1
1529,2165,1
1530,2167,1
1531,2168,1
1532,2169,1
1533,2170,1
47600,2170,3
1534,2171,1
1535,2172,1
1536,2173,1
1537,2174,1
36058,2174,3
1538,2175,1
1539,2176,1
1540,2177,1
1541,2178,1
1542,2179,1
1543,2180,1
1544,2181,1
1545,2182,1
1546,2183,1
36071,2183,3
1547,2184,1
1548,2185,1
1549,2186,1
1550,2187,1
1551,2188,1
1552,2189,1
1553,2190,1
1554,2191,1
1555,2192,1
1556,2193,1
1557,2194,1
1558,2195,1
1559,2196,1
1560,2197,1
1561,2199,1
1562,2200,1
1563,2201,1
1564,2202,1
9402,2202,2
1565,2203,1
1566,2204,1
1567,2206,1
1568,2207,1
1569,2208,1
1570,2209,1
1571,2210,1
1572,2211,1
1573,2212,1
9465,2212,2
36132,2212,3
1574,2213,1
9466,2213,2
36133,2213,3
1575,2214,1
1576,2216,1
1577,2217,1
1578,2218,1
1579,2219,1
1580,2220,1
1581,2223,1
1582,2224,1
1583,2228,1
1584,2229,1
1585,2230,1
1586,2231,1
1587,2268,1
1588,2270,1
1589,2325,1
1590,2326,1
1591,2327,1
1592,2335,1
9658,2335,2
36296,2335,3
1593,2336,1
1594,2337,1
1595,2338,1
1596,2339,1
1597,2340,1
1598,2341,1
9682,2341,2
36321,2341,3
1599,2342,1
1600,2343,1
1601,2344,1
1602,2345,1
1603,2346,1
1604,2347,1
1605,2348,1
1606,2349,1
1607,2350,1
1608,2351,1
1609,2352,1
1610,2353,1
1611,2354,1
1612,2360,1
1613,2365,1
1614,2366,1
1615,2367,1
1616,2368,1
1617,2369,1
1618,2370,1
1619,2371,1
1620,2372,1
1621,2373,1
1622,2374,1
1623,2375,1
1624,2376,1
1625,2377,1
1626,2378,1
1627,2379,1
1628,2380,1
1629,2381,1
1630,2382,1
1631,2383,1
1632,2384,1
1633,2385,1
1634,2386,1
1635,2387,1
1636,2388,1
1637,2389,1
1638,2390,1
1639,2391,1
1640,2392,1
1641,2393,1
1642,2394,1
1643,2402,1
1644,2414,1
1645,2422,1
1646,2428,1
1647,2429,1
1648,2430,1
1649,2431,1
1650,2432,1
1651,2433,1
9992,2433,2
1652,2434,1
1653,2435,1
1654,2439,1
1655,2440,1
1656,2441,1
1657,2442,1
1658,2443,1
1659,2444,1
1660,2446,1
1661,2447,1
1662,2448,1
1663,2449,1
1664,2450,1
1665,2451,1
1666,2453,1
1667,2454,1
10126,2454,2
1668,2455,1
1669,2456,1
1670,2457,1
1671,2458,1
1672,2459,1
1673,2460,1
1674,2461,1
1675,2462,1
10186,2462,2
1676,2463,1
1677,2480,1
10236,2480,2
1678,2481,1
1679,2482,1
10237,2482,2
36642,2482,3
1680,2485,1
1681,2492,1
1682,2499,1
1683,2502,1
10244,2502,2
36650,2502,3
1684,2506,1
1685,2518,1
1686,2519,1
1687,2524,1
1688,2525,1
1689,2526,1
10320,2526,2
36713,2526,3
1690,2527,1
1691,2528,1
1692,2529,1
1693,2531,1
1694,2532,1
1695,2533,1
1696,2534,1
1697,2535,1
1698,2536,1
1699,2537,1
1700,2538,1
36724,2538,3
1701,2539,1
1702,2541,1
1703,2564,1
1704,2582,1
1705,2585,1
1706,2586,1
1707,2587,1
1708,2588,1
1709,2589,1
1710,2590,1
1711,2591,1
1712,2592,1
1713,2593,1
1714,2595,1
1715,2603,1
1716,2607,1
1717,2608,1
1718,2610,1
1719,2611,1
1720,2612,1
1721,2614,1
1722,2615,1
1723,2617,1
1724,2620,1
1725,2621,1
1726,2622,1
1727,2623,1
1728,2624,1
1729,2625,1
1730,2626,1
1731,2627,1
1732,2628,1
1733,2629,1
1734,2630,1
10624,2630,2
1735,2631,1
1736,2632,1
10625,2632,2
1737,2633,1
1738,2634,1
10626,2634,2
1739,2635,1
10627,2635,2
1740,2636,1
10628,2636,2
1741,2637,1
1742,2638,1
1743,2639,1
1744,2640,1
1745,2641,1
1746,2644,1
1747,2645,1
1748,2647,1
1749,2648,1
1750,2652,1
1751,2653,1
1752,2654,1
1753,2655,1
1754,2656,1
1755,2657,1
10665,2657,2
36844,2657,3
1756,2658,1
1757,2659,1
1758,2661,1
1759,2662,1
1760,2664,1
1761,2665,1
10681,2665,2
1762,2666,1
1763,2667,1
10682,2667,2
1764,2668,1
1765,2669,1
10683,2669,2
36849,2669,3
1766,2670,1
1767,2671,1
1768,2672,1
1769,2673,1
1770,2674,1
1771,2675,1
1772,2676,1
1773,2677,1
1774,2678,1
1775,2679,1
1776,2680,1
1777,2681,1
1778,2682,1
1779,2683,1
1780,2684,1
1781,2685,1
1782,2686,1
1783,2687,1
1784,2688,1
1785,2689,1
1786,2690,1
1787,2691,1
1788,2692,1
1789,2695,1
1790,2696,1
1791,2697,1
10753,2697,2
1792,2698,1
1793,2699,1
1794,2700,1
1795,2702,1
1796,2703,1
1797,2706,1
1798,2707,1
